deflatortype,Deflators
AR 2003,0.435434281
AM 2003,0.522246282
AW 2003,0.772263324
AU 2003,0.57797014
AT 2003,0.72840912
AZ 2003,0.545964909
BS 2003,0.745093592
BH 2003,0.600222881
BD 2003,0.540451476
BB 2003,0.706053082
BY 2003,0.586830289
BE 2003,0.74802864
BZ 2003,0.809413163
BJ 2003,0.691592557
BM 2003,0.9061859
BT 2003,0.695805292
BO 2003,0.398136631
BQ 2003,0.79127899
BA 2003,0.645340484
BW 2003,0.767961152
BV 2003,0.67344281
BR 2003,0.424491538
IO 2003,0.9061859
BN 2003,0.509884772
BG 2003,0.53458834
BF 2003,0.698121286
BI 2003,0.384367852
CV 2003,0.784956562
KH 2003,0.576029911
CM 2003,0.70759809
CA 2003,0.69590695
KY 2003,0.9061859
CF 2003,0.525546564
TD 2003,0.636962951
CL 2003,0.448849288
CN 2003,0.468398857
CX 2003,0.57797014
CC 2003,0.57797014
CO 2003,0.530488783
KM 2003,0.710403275
CD 2003,0.457545516
CG 2003,0.515950952
CK 2003,0.59475657
CR 2003,0.5269569
CI 2003,0.640244849
HR 2003,0.709505524
CU 2003,0.669392705
CW 2003,0.74991055
CY 2003,0.768799836
CZ 2003,0.61443899
DK 2003,0.74991055
DJ 2003,1
DM 2003,0.774357078
DO 2003,0.526404262
EC 2003,0.519720188
EG 2003,0.621276153
SV 2003,0.694852021
GQ 2003,0.402266152
ER 2003,0.17329665
EE 2003,0.508532128
ET 2003,0.414756318
FK 2003,0.9061859
FO 2003,0.74991055
FJ 2003,0.604661689
FI 2003,0.74442121
FR 2003,0.79964046
GF 2003,0.79964046
PF 2003,0.79964046
TF 2003,0.79964046
GA 2003,0.576199968
GM 2003,0.446923281
GE 2003,0.51775159
DE 2003,0.79311532
GH 2003,0.295421064
GI 2003,0.9061859
GR 2003,0.81537646
GL 2003,0.74991055
GD 2003,0.740488107
GP 2003,0.79964046
GU 2003,0.74766835
GT 2003,0.466568459
GG 2003,0.9061859
GN 2003,0.601925796
GW 2003,0.549124601
GY 2003,0.308242049
HT 2003,0.388595265
HM 2003,0.57797014
VA 2003,0.76479015
HN 2003,0.61828941
HK 2003,0.796043298
HU 2003,0.72548502
IS 2003,0.71616178
IN 2003,0.625745935
ID 2003,0.500223571
IR 2003,0.539182834
IQ 2003,1
IE 2003,0.83237631
IM 2003,0.9061859
IL 2003,0.585317458
IT 2003,0.76479015
JM 2003,0.65404977
JP 2003,1.01447332
JE 2003,0.9061859
JO 2003,0.482360132
KZ 2003,0.404541827
KE 2003,0.360387847
KI 2003,0.645244591
KP 2003,1
KR 2003,0.70168636
XK 2003,0.633293935
KW 2003,0.604864471
KG 2003,0.466115738
LA 2003,0.333317086
LV 2003,0.544306016
LB 2003,0.642036864
LS 2003,0.72473024
LR 2003,0.31601067
LY 2003,0.541924609
LI 2003,0.68358768
LT 2003,0.608450823
LU 2003,0.63651463
MO 2003,0.483639212
MK 2003,0.618755818
MG 2003,0.677496291
MW 2003,0.972848266
MY 2003,0.651226848
MV 2003,0.458598733
ML 2003,0.536752259
MT 2003,0.655582683
MH 2003,0.676922861
MQ 2003,0.79964046
MR 2003,0.610975234
MU 2003,0.747426267
YT 2003,0.79964046
MX 2003,0.842865931
FM 2003,0.626938483
MD 2003,0.327460054
MC 2003,0.79964046
MN 2003,0.367308046
ME 2003,0.491023055
MS 2003,0.9061859
MA 2003,0.828401979
MZ 2003,1.142016047
MM 2003,0.586018876
NA 2003,0.645918921
NR 2003,1
NP 2003,0.410315567
NL 2003,0.79127899
NC 2003,0.79964046
NZ 2003,0.59475657
NI 2003,0.745545897
NE 2003,0.619614338
NG 2003,0.588328961
NU 2003,0.59475657
NF 2003,0.57797014
MP 2003,0.74766835
NO 2003,0.67344281
OM 2003,0.466851611
PK 2003,0.514305982
PW 2003,0.598998322
PS 2003,0.657713137
PA 2003,0.580869718
PG 2003,0.329444061
PY 2003,0.364940037
PE 2003,0.576869197
PH 2003,0.575429151
PN 2003,0.9061859
PL 2003,0.67331755
PT 2003,0.75151596
PR 2003,0.688113921
QA 2003,0.531216012
RE 2003,0.79964046
RO 2003,0.426515491
RU 2003,0.417598194
RW 2003,0.562525241
BL 2003,0.79964046
SH 2003,0.9061859
KN 2003,0.618696224
LC 2003,0.629715929
MF 2003,0.79964046
PM 2003,0.79964046
VC 2003,0.792435008
WS 2003,0.558330636
SM 2003,1
ST 2003,0.515301353
SA 2003,0.516215026
SN 2003,0.719239603
RS 2003,0.669971967
SC 2003,0.758728242
SL 2003,0.722994744
SG 2003,0.609174287
SX 2003,0.74991055
SK 2003,0.56896978
SI 2003,0.79308613
SB 2003,0.480561835
SO 2003,1
ZA 2003,0.713168482
GS 2003,0.9061859
SS 2003,1
ES 2003,0.7761138
LK 2003,0.500407671
SD 2003,0.888730694
SR 2003,0.558312348
SJ 2003,0.67344281
SZ 2003,0.747701615
SE 2003,0.83916264
CH 2003,0.68358768
SY 2003,1
TW 2003,0.926283793
TJ 2003,0.59982568
TZ 2003,0.67631669
TH 2003,0.535042602
TL 2003,0.600826307
TG 2003,0.786373492
TK 2003,0.59475657
TO 2003,0.545054106
TT 2003,0.719437695
TN 2003,1.115784293
TR 2003,0.935356336
TM 2003,0.549262995
TC 2003,0.9061859
TV 2003,0.549385305
UG 2003,0.581898995
UA 2003,0.473971456
AE 2003,0.562989037
GB 2003,0.9061859
UM 2003,0.74766835
US 2003,0.74766835
UY 2003,0.378243917
UZ 2003,0.569583787
VU 2003,0.582740495
VE 2003,0.862692361
VN 2003,0.409532048
VG 2003,0.9061859
VI 2003,0.74766835
WF 2003,0.79964046
EH 2003,0.828401979
YE 2003,0.390026245
ZM 2003,0.471555887
ZW 2003,0.20884377
Total DAC 2003,0.79308613
EU Institutions 2003,0.77915039
AF 2004,0.68925471
AX 2004,0.82394332
AL 2004,0.802880859
DZ 2004,0.756658442
AS 2004,0.76779705
AD 2004,0.89345084
AO 2004,0.515644308
AI 2004,1.04285927
AQ 2004,0.76779705
AG 2004,0.759111209
AR 2004,0.516323877
AM 2004,0.583492787
AW 2004,0.83485692
AU 2004,0.67945996
AT 2004,0.81479353
AZ 2004,0.591010527
BS 2004,0.770393849
BH 2004,0.670483983
BD 2004,0.558449388
BB 2004,0.741556528
BY 2004,0.711706529
BE 2004,0.8383153
BZ 2004,0.790791592
BJ 2004,0.774031023
BM 2004,1.04285927
BT 2004,0.730072679
BO 2004,0.420770979
BQ 2004,0.88156404
BA 2004,0.785573421
BW 2004,0.875293886
BV 2004,0.74869
BR 2004,0.503142537
IO 2004,1.04285927
BN 2004,0.594861959
BG 2004,0.628918228
BF 2004,0.745041111
BI 2004,0.453898983
CV 2004,0.855644572
KH 2004,0.608322944
CM 2004,0.81074317
CA 2004,0.7733168
KY 2004,1.04285927
CF 2004,0.6190536
TD 2004,0.895716532
CL 2004,0.565552524
CN 2004,0.501329222
CX 2004,0.67945996
CC 2004,0.67945996
CO 2004,0.631526519
KM 2004,0.806584985
CD 2004,0.499313599
CG 2004,0.680550716
CK 2004,0.7027259
CR 2004,0.54462738
CI 2004,0.701983207
HR 2004,0.80537847
CU 2004,0.68628183
CW 2004,0.84091547
CY 2004,0.891961202
CZ 2004,0.69870116
DK 2004,0.84091547
DJ 2004,1
DM 2004,0.778761105
DO 2004,0.559463896
EC 2004,0.570820175
EG 2004,0.572433218
SV 2004,0.709007493
GQ 2004,0.626629761
ER 2004,0.22693071
EE 2004,0.581250737
ET 2004,0.498023394
FK 2004,1.04285927
FO 2004,0.84091547
FJ 2004,0.705067152
FI 2004,0.82394332
FR 2004,0.89345084
GF 2004,0.89345084
PF 2004,0.89345084
TF 2004,0.89345084
GA 2004,0.672732167
GM 2004,0.825930612
GE 2004,0.598660841
DE 2004,0.88176992
GH 2004,0.326771456
GI 2004,1.04285927
GR 2004,0.92593726
GL 2004,0.84091547
GD 2004,0.685738715
GP 2004,0.89345084
GU 2004,0.76779705
GT 2004,0.497569619
GG 2004,1.04285927
GN 2004,0.632436215
GW 2004,0.608739923
GY 2004,0.328884917
HT 2004,0.462708284
HM 2004,0.67945996
VA 2004,0.86347037
HN 2004,0.637304652
HK 2004,0.809362593
HU 2004,0.84571573
IS 2004,0.80322103
IN 2004,0.67699359
ID 2004,0.52226924
IR 2004,0.602982372
IQ 2004,0.534235711
IE 2004,0.91952432
IM 2004,1.04285927
IL 2004,0.618552741
IT 2004,0.86347037
JM 2004,0.681363221
JP 2004,1.07570063
JE 2004,1.04285927
JO 2004,0.518305319
KZ 2004,0.517982405
KE 2004,0.378094074
KI 2004,0.717624936
KP 2004,1
KR 2004,0.75238502
XK 2004,0.761657859
KW 2004,0.64004927
KG 2004,0.501884716
LA 2004,0.367535737
LV 2004,0.614213757
LB 2004,0.654874011
LS 2004,0.904686929
LR 2004,0.542495225
LY 2004,0.604688605
LI 2004,0.74195319
LT 2004,0.66307272
LU 2004,0.72077527
MO 2004,0.559522017
MK 2004,0.695422516
MG 2004,0.491966336
MW 2004,0.99699013
MY 2004,0.696853738
MV 2004,0.47011031
ML 2004,0.569387234
MT 2004,0.710344815
MH 2004,0.700649148
MQ 2004,0.89345084
MR 2004,0.676230719
MU 2004,0.798090104
YT 2004,0.89345084
MX 2004,0.891116421
FM 2004,0.604165435
MD 2004,0.402919053
MC 2004,0.89345084
MN 2004,0.428637445
ME 2004,0.581682197
MS 2004,1.04285927
MA 2004,0.895348717
MZ 2004,1.296022729
MM 2004,0.519685909
NA 2004,0.834495488
NR 2004,1
NP 2004,0.453573506
NL 2004,0.88156404
NC 2004,0.89345084
NZ 2004,0.7027259
NI 2004,0.791856911
NE 2004,0.657684464
NG 2004,0.712482666
NU 2004,0.7027259
NF 2004,0.67945996
MP 2004,0.76779705
NO 2004,0.74869
OM 2004,0.549045219
PK 2004,0.5773495
PW 2004,0.661082837
PS 2004,0.629371706
PA 2004,0.611134654
PG 2004,0.358095517
PY 2004,0.437746594
PE 2004,0.62959426
PH 2004,0.596939377
PN 2004,1.04285927
PL 2004,0.75234507
PT 2004,0.84622712
PR 2004,0.738250854
QA 2004,0.690625557
RE 2004,0.89345084
RO 2004,0.54051877
RU 2004,0.534489615
RW 2004,0.622777786
BL 2004,0.89345084
SH 2004,1.04285927
KN 2004,0.697295209
LC 2004,0.652507217
MF 2004,0.89345084
PM 2004,0.89345084
VC 2004,0.797198445
WS 2004,0.662671284
SM 2004,0.931950762
ST 2004,0.542705788
SA 2004,0.556367717
SN 2004,0.789419542
RS 2004,0.752860751
SC 2004,0.958830133
SL 2004,0.691335112
SG 2004,0.686525013
SX 2004,0.84091547
SK 2004,0.68608999
SI 2004,0.86141765
SB 2004,0.508695359
SO 2004,1
ZA 2004,0.903549162
GS 2004,1.04285927
SS 2004,1
ES 2004,0.88657859
LK 2004,0.516896629
SD 2004,1.003078357
SR 2004,0.61174532
SJ 2004,0.74869
SZ 2004,0.907271084
SE 2004,0.92722651
CH 2004,0.74195319
SY 2004,1
TW 2004,0.973179618
TJ 2004,0.721826479
TZ 2004,0.694465808
TH 2004,0.566729351
TL 2004,1.206789792
TG 2004,0.800661224
TK 2004,0.7027259
TO 2004,0.604468954
TT 2004,0.738465867
TN 2004,1.210465004
TR 2004,1.149733939
TM 2004,0.608469027
TC 2004,1.04285927
TV 2004,0.671324262
UG 2004,0.68483274
UA 2004,0.56012004
AE 2004,0.615151167
GB 2004,1.04285927
UM 2004,0.76779705
US 2004,0.76779705
UY 2004,0.426330203
UZ 2004,0.648664424
VU 2004,0.648541289
VE 2004,1.253988707
VN 2004,0.440009583
VG 2004,1.04285927
VI 2004,0.76779705
WF 2004,0.89345084
EH 2004,0.895348717
YE 2004,0.442802598
ZM 2004,0.559602065
ZW 2004,0.255030776
Total DAC 2004,0.86141765
EU Institutions 2004,0.87337274
AF 2005,0.807381811
AX 2005,0.83233152
AL 2005,0.852820867
DZ 2005,0.877432269
AS 2005,0.79171326
AD 2005,0.91106061
AO 2005,0.72953008
AI 2005,1.06046891
AQ 2005,0.79171326
AG 2005,0.798039973
AR 2005,0.571576259
AM 2005,0.723710927
AW 2005,0.809434051
AU 2005,0.73567059
AT 2005,0.83557751
AZ 2005,0.825459642
BS 2005,0.829507839
BH 2005,0.761063843
BD 2005,0.565972124
BB 2005,0.810915234
BY 2005,0.833475056
BE 2005,0.85609231
BZ 2005,0.795926037
BJ 2005,0.7874726
BM 2005,1.06046891
BT 2005,0.803416105
BO 2005,0.439622917
BQ 2005,0.89946889
BA 2005,0.78420267
BW 2005,0.944870881
BV 2005,0.85187491
BR 2005,0.633757141
IO 2005,1.06046891
BN 2005,0.716613247
BG 2005,0.674630781
BF 2005,0.805093256
BI 2005,0.528460318
CV 2005,0.816502895
KH 2005,0.649972603
CM 2005,0.781610071
CA 2005,0.85631496
KY 2005,1.06046891
CF 2005,0.614980424
TD 2005,1.009133478
CL 2005,0.653827517
CN 2005,0.532276555
CX 2005,0.73567059
CC 2005,0.73567059
CO 2005,0.743444155
KM 2005,0.817683929
CD 2005,0.543520221
CG 2005,0.861185801
CK 2005,0.76484496
CR 2005,0.561975006
CI 2005,0.715662917
HR 2005,0.843706808
CU 2005,0.724263475
CW 2005,0.86409722
CY 2005,0.903840272
CZ 2005,0.75003776
DK 2005,0.86409722
DJ 2005,1
DM 2005,0.749647881
DO 2005,0.868167767
EC 2005,0.598367409
EG 2005,0.62554034
SV 2005,0.752577507
GQ 2005,0.845969835
ER 2005,0.22146416
EE 2005,0.631998728
ET 2005,0.536756623
FK 2005,1.06046891
FO 2005,0.86409722
FJ 2005,0.738125
FI 2005,0.83233152
FR 2005,0.91106061
GF 2005,0.91106061
PF 2005,0.91106061
TF 2005,0.91106061
GA 2005,0.82513035
GM 2005,0.824316945
GE 2005,0.707793858
DE 2005,0.88572117
GH 2005,0.373909209
GI 2005,1.06046891
GR 2005,0.9456092
GL 2005,0.86409722
GD 2005,0.801093098
GP 2005,0.91106061
GU 2005,0.79171326
GT 2005,0.547701522
GG 2005,1.06046891
GN 2005,0.495052856
GW 2005,0.654492564
GY 2005,0.339058074
HT 2005,0.584349723
HM 2005,0.73567059
VA 2005,0.88115625
HN 2005,0.661458348
HK 2005,0.799492315
HU 2005,0.87974791
IS 2005,0.91955655
IN 2005,0.725687285
ID 2005,0.553460427
IR 2005,0.708091847
IQ 2005,0.472643243
IE 2005,0.9481748
IM 2005,1.06046891
IL 2005,0.624602717
IT 2005,0.88115625
JM 2005,0.742247718
JP 2005,1.04520366
JE 2005,1.06046891
JO 2005,0.526657247
KZ 2005,0.625638105
KE 2005,0.418793734
KI 2005,0.799114445
KP 2005,1
KR 2005,0.85003353
XK 2005,0.764462096
KW 2005,0.789232333
KG 2005,0.521670578
LA 2005,0.399474338
LV 2005,0.66779028
LB 2005,0.626133919
LS 2005,0.990362172
LR 2005,0.559291635
LY 2005,0.827235129
LI 2005,0.74586833
LT 2005,0.717804813
LU 2005,0.75113774
MO 2005,0.504242962
MK 2005,0.731693379
MG 2005,0.539729025
MW 2005,0.994648606
MY 2005,0.750851603
MV 2005,0.420422977
ML 2005,0.643078124
MT 2005,0.745944272
MH 2005,0.736159206
MQ 2005,0.91106061
MR 2005,0.761901636
MU 2005,0.754491042
YT 2005,0.91106061
MX 2005,0.961895387
FM 2005,0.649433036
MD 2005,0.431483264
MC 2005,0.91106061
MN 2005,0.490828464
ME 2005,0.606448087
MS 2005,1.06046891
MA 2005,0.89329586
MZ 2005,1.346859449
MM 2005,0.519087986
NA 2005,0.816812351
NR 2005,1
NP 2005,0.484292653
NL 2005,0.89946889
NC 2005,0.91106061
NZ 2005,0.76484496
NI 2005,0.820126745
NE 2005,0.732833677
NG 2005,0.842217623
NU 2005,0.76484496
NF 2005,0.73567059
MP 2005,0.79171326
NO 2005,0.85187491
OM 2005,0.680341243
PK 2005,0.60097519
PW 2005,0.704547305
PS 2005,0.636595335
PA 2005,0.619906175
PG 2005,0.431939673
PY 2005,0.469329017
PE 2005,0.683331137
PH 2005,0.631109755
PN 2005,1.06046891
PL 2005,0.87115048
PT 2005,0.8747571
PR 2005,0.709219865
QA 2005,0.812885315
RE 2005,0.91106061
RO 2005,0.64277088
RU 2005,0.644537269
RW 2005,0.716219766
BL 2005,0.91106061
SH 2005,1.06046891
KN 2005,0.731485981
LC 2005,0.647575581
MF 2005,0.91106061
PM 2005,0.91106061
VC 2005,0.807548941
WS 2005,0.701561219
SM 2005,0.930263859
ST 2005,0.622429901
SA 2005,0.654214449
SN 2005,0.808375001
RS 2005,0.768763111
SC 2005,1.080780914
SL 2005,0.738965813
SG 2005,0.69454703
SX 2005,0.86409722
SK 2005,0.73052306
SI 2005,0.84495148
SB 2005,0.535098813
SO 2005,1
ZA 2005,0.974514932
GS 2005,1.06046891
SS 2005,1
ES 2005,0.92328076
LK 2005,0.579011159
SD 2005,1.193598905
SR 2005,0.681325073
SJ 2005,0.85187491
SZ 2005,1.004512879
SE 2005,0.9175574
CH 2005,0.74586833
SY 2005,1
TW 2005,0.985216623
TJ 2005,0.728390259
TZ 2005,0.712741023
TH 2005,0.583842399
TL 2005,1.237002736
TG 2005,0.792608097
TK 2005,0.76484496
TO 2005,0.693396653
TT 2005,0.823264337
TN 2005,1.179236669
TR 2005,1.298922904
TM 2005,0.686736733
TC 2005,1.06046891
TV 2005,0.690138211
UG 2005,0.727868755
UA 2005,0.663323474
AE 2005,0.685990381
GB 2005,1.06046891
UM 2005,0.79171326
US 2005,0.79171326
UY 2005,0.515078943
UZ 2005,0.717984841
VU 2005,0.674892714
VE 2005,1.354011066
VN 2005,0.519107763
VG 2005,1.06046891
VI 2005,0.79171326
WF 2005,0.91106061
EH 2005,0.89329586
YE 2005,0.514099306
ZM 2005,0.700230357
ZW 2005,0.268405259
Total DAC 2005,0.88366629
EU Institutions 2005,0.88987558
AF 2006,0.814966258
AX 2006,0.8487512
AL 2006,0.892838211
DZ 2006,0.939604743
AS 2006,0.81567218
AD 2006,0.94007559
AO 2006,0.89856558
AI 2006,1.10325289
AQ 2006,0.81567218
AG 2006,0.848859102
AR 2006,0.614455013
AM 2006,0.82805281
AW 2006,0.831582764
AU 2006,0.76369826
AT 2006,0.8599515
AZ 2006,1.021899646
BS 2006,0.829269352
BH 2006,0.826017402
BD 2006,0.549427787
BB 2006,0.844139752
BY 2006,0.932018756
BE 2006,0.88416868
BZ 2006,0.847817886
BJ 2006,0.828806524
BM 2006,1.10325289
BT 2006,0.822226673
BO 2006,0.504900278
BQ 2006,0.9309216
BA 2006,0.826516599
BW 2006,0.921510311
BV 2006,0.93036871
BR 2006,0.76286587
IO 2006,1.10325289
BN 2006,0.859089423
BG 2006,0.725254717
BF 2006,0.788875556
BI 2006,0.597008368
CV 2006,0.870503348
KH 2006,0.663444276
CM 2006,0.826413423
CA 2006,0.93828711
KY 2006,1.10325289
CF 2006,0.665587941
TD 2006,0.960402818
CL 2006,0.778338963
CN 2006,0.575265186
CX 2006,0.76369826
CC 2006,0.76369826
CO 2006,0.788319804
KM 2006,0.848925549
CD 2006,0.618568055
CG 2006,1.015086833
CK 2006,0.72141877
CR 2006,0.613026026
CI 2006,0.733036033
HR 2006,0.899131256
CU 2006,0.805549521
CW 2006,0.88994058
CY 2006,0.938669617
CZ 2006,0.80097586
DK 2006,0.88994058
DJ 2006,1
DM 2006,0.797910372
DO 2006,0.837238697
EC 2006,0.640793348
EG 2006,0.717591213
SV 2006,0.797641657
GQ 2006,0.889429963
ER 2006,0.238126629
EE 2006,0.696524827
ET 2006,0.591492135
FK 2006,1.10325289
FO 2006,0.88994058
FJ 2006,0.756401393
FI 2006,0.8487512
FR 2006,0.94007559
GF 2006,0.94007559
PF 2006,0.94007559
TF 2006,0.94007559
GA 2006,0.865659648
GM 2006,0.865864048
GE 2006,0.780310145
DE 2006,0.89807003
GH 2006,0.671491127
GI 2006,1.10325289
GR 2006,0.98859477
GL 2006,0.88994058
GD 2006,0.710610082
GP 2006,0.94007559
GU 2006,0.81567218
GT 2006,0.589273531
GG 2006,1.10325289
GN 2006,0.690598639
GW 2006,0.633109183
GY 2006,0.611409695
HT 2006,0.633360266
HM 2006,0.76369826
VA 2006,0.90878537
HN 2006,0.699150329
HK 2006,0.793552425
HU 2006,0.86408518
IS 2006,0.8967669
IN 2006,0.770665243
ID 2006,0.667816536
IR 2006,0.797859807
IQ 2006,0.590339833
IE 2006,0.9907019
IM 2006,1.10325289
IL 2006,0.649611897
IT 2006,0.90878537
JM 2006,0.781469279
JP 2006,0.9799
JE 2006,1.10325289
JO 2006,0.582466137
KZ 2006,0.808735106
KE 2006,0.545010877
KI 2006,0.748517497
KP 2006,1
KR 2006,0.91265081
XK 2006,0.75712369
KW 2006,0.896779327
KG 2006,0.602013519
LA 2006,0.470765345
LV 2006,0.76446072
LB 2006,0.625228583
LS 2006,1.024182278
LR 2006,0.626399383
LY 2006,0.858617941
LI 2006,0.75687289
LT 2006,0.770641016
LU 2006,0.8120704
MO 2006,0.570727768
MK 2006,0.765963821
MG 2006,0.564777761
MW 2006,1.05329588
MY 2006,0.807983095
MV 2006,0.655288676
ML 2006,0.666920759
MT 2006,0.759466427
MH 2006,0.737726051
MQ 2006,0.94007559
MR 2006,0.973259348
MU 2006,0.803012761
YT 2006,0.94007559
MX 2006,1.045106939
FM 2006,0.644727741
MD 2006,0.457778031
MC 2006,0.94007559
MN 2006,0.619141297
ME 2006,0.701963137
MS 2006,1.10325289
MA 2006,0.95219258
MZ 2006,1.357593978
MM 2006,0.552988811
NA 2006,0.876498125
NR 2006,1
NP 2006,0.520591956
NL 2006,0.9309216
NC 2006,0.94007559
NZ 2006,0.72141877
NI 2006,0.841481724
NE 2006,0.751031572
NG 2006,1.060682519
NU 2006,0.72141877
NF 2006,0.76369826
MP 2006,0.81567218
NO 2006,0.93036871
OM 2006,0.794810464
PK 2006,0.699692293
PW 2006,0.693808071
PS 2006,0.583861625
PA 2006,0.640735001
PG 2006,0.697414711
PY 2006,0.574729683
PE 2006,0.749280788
PH 2006,0.714178074
PN 2006,1.10325289
PL 2006,0.92344727
PT 2006,0.91156434
PR 2006,0.752584844
QA 2006,1.033909395
RE 2006,0.94007559
RO 2006,0.761123806
RU 2006,0.784888901
RW 2006,0.810297795
BL 2006,0.94007559
SH 2006,1.10325289
KN 2006,0.758592023
LC 2006,0.726173689
MF 2006,0.94007559
PM 2006,0.94007559
VC 2006,0.874076831
WS 2006,0.731817462
SM 2006,0.969658844
ST 2006,0.608139324
SA 2006,0.711063018
SN 2006,0.822626498
RS 2006,0.818875849
SC 2006,1.096468995
SL 2006,0.807625528
SG 2006,0.752339529
SX 2006,0.88994058
SK 2006,0.78687061
SI 2006,0.87186941
SB 2006,0.560062438
SO 2006,1
ZA 2006,0.975459237
GS 2006,1.10325289
SS 2006,1
ES 2006,0.9695421
LK 2006,0.631502974
SD 2006,1.499679148
SR 2006,0.954819492
SJ 2006,0.93036871
SZ 2006,0.981427091
SE 2006,0.9459233
CH 2006,0.75687289
SY 2006,1
TW 2006,0.966333434
TJ 2006,0.835983028
TZ 2006,0.672191412
TH 2006,0.656395828
TL 2006,1.334064035
TG 2006,0.807034694
TK 2006,0.72141877
TO 2006,0.765811448
TT 2006,0.890909287
TN 2006,1.213846632
TR 2006,1.312928772
TM 2006,0.770441135
TC 2006,1.10325289
TV 2006,0.752184765
UG 2006,0.755052384
UA 2006,0.805590064
AE 2006,0.804543352
GB 2006,1.10325289
UM 2006,0.81567218
US 2006,0.81567218
UY 2006,0.540512678
UZ 2006,0.813185942
VU 2006,0.712977459
VE 2006,1.520667102
VN 2006,0.555863018
VG 2006,1.10325289
VI 2006,0.81567218
WF 2006,0.94007559
EH 2006,0.95219258
YE 2006,0.554198042
ZM 2006,0.999777159
ZW 2006,0.269264233
Total DAC 2006,0.9110158
EU Institutions 2006,0.91674891
AF 2007,1.081613429
AX 2007,0.95161243
AL 2007,1.011906532
DZ 2007,1.065586915
AS 2007,0.83758354
AD 2007,1.05143858
AO 2007,1.00370338
AI 2007,1.2307433
AQ 2007,0.83758354
AG 2007,0.853497142
AR 2007,0.703122181
AM 2007,1.054826112
AW 2007,0.887777106
AU 2007,0.88592111
AT 2007,0.95874576
AZ 2007,1.197026513
BS 2007,0.844799193
BH 2007,0.911067247
BD 2007,0.570950732
BB 2007,0.88533715
BY 2007,1.03812187
BE 2007,0.98291919
BZ 2007,0.859352383
BJ 2007,0.925587379
BM 2007,1.2307433
BT 2007,1.025268584
BO 2007,0.551976059
BQ 2007,1.03629214
BA 2007,0.961648236
BW 2007,0.918580391
BV 2007,1.04885201
BR 2007,0.925544895
IO 2007,1.2307433
BN 2007,0.878641395
BG 2007,0.883027863
BF 2007,0.864350184
BI 2007,0.60318444
CV 2007,1.101594902
KH 2007,0.711286416
CM 2007,0.922979532
CA 2007,1.02316223
KY 2007,1.2307433
CF 2007,0.738364644
TD 2007,1.110629376
CL 2007,0.821093531
CN 2007,0.658370158
CX 2007,0.88592111
CC 2007,0.88592111
CO 2007,0.942163098
KM 2007,0.941772784
CD 2007,0.680185008
CG 2007,1.037494298
CK 2007,0.85255704
CR 2007,0.676388894
CI 2007,0.825236446
HR 2007,1.021409192
CU 2007,0.798697344
CW 2007,0.99536584
CY 2007,1.070401476
CZ 2007,0.92300449
DK 2007,0.99536584
DJ 2007,1
DM 2007,0.823199494
DO 2007,0.884563358
EC 2007,0.668920342
EG 2007,0.815312605
SV 2007,0.81278758
GQ 2007,1.070205528
ER 2007,0.261702618
EE 2007,0.837573664
ET 2007,0.688270852
FK 2007,1.2307433
FO 2007,0.99536584
FJ 2007,0.815002008
FI 2007,0.95161243
FR 2007,1.05143858
GF 2007,1.05143858
PF 2007,1.05143858
TF 2007,1.05143858
GA 2007,1.073694852
GM 2007,1.057040743
GE 2007,0.936638367
DE 2007,0.99680204
GH 2007,0.765584257
GI 2007,1.2307433
GR 2007,1.11617427
GL 2007,0.99536584
GD 2007,0.803704783
GP 2007,1.05143858
GU 2007,0.83758354
GT 2007,0.630993436
GG 2007,1.2307433
GN 2007,1.016034017
GW 2007,0.727716895
GY 2007,0.693919199
HT 2007,0.766479984
HM 2007,0.88592111
VA 2007,1.01571343
HN 2007,0.742825844
HK 2007,0.810602006
HU 2007,1.04371603
IS 2007,1.02027959
IN 2007,0.92288187
ID 2007,0.750448391
IR 2007,0.985776273
IQ 2007,0.730877084
IE 2007,1.09382899
IM 2007,1.2307433
IL 2007,0.71494537
IT 2007,1.01571343
JM 2007,0.818532655
JP 2007,0.96119091
JE 2007,1.2307433
JO 2007,0.612351302
KZ 2007,0.945629027
KE 2007,0.633433212
KI 2007,0.901312226
KP 2007,1
KR 2007,0.95720674
XK 2007,0.876879034
KW 2007,0.941623071
KG 2007,0.78340515
LA 2007,0.530069839
LV 2007,0.984784468
LB 2007,0.693531285
LS 2007,0.936849697
LR 2007,0.711363364
LY 2007,0.990362795
LI 2007,0.80984048
LT 2007,0.943608657
LU 2007,0.89903378
MO 2007,0.624592095
MK 2007,0.885184286
MG 2007,0.831102727
MW 2007,1.115450457
MY 2007,0.910384401
MV 2007,0.616322748
ML 2007,0.752274026
MT 2007,0.869823195
MH 2007,0.775197694
MQ 2007,1.05143858
MR 2007,0.903863945
MU 2007,0.887918774
YT 2007,1.05143858
MX 2007,1.079421253
FM 2007,0.653509668
MD 2007,0.564069972
MC 2007,1.05143858
MN 2007,0.707485938
ME 2007,0.874334808
MS 2007,1.2307433
MA 2007,1.019263503
MZ 2007,1.409836314
MM 2007,0.680574247
NA 2007,0.913236652
NR 2007,0.718635069
NP 2007,0.5750356
NL 2007,1.03629214
NC 2007,1.05143858
NZ 2007,0.85255704
NI 2007,0.886733528
NE 2007,0.835342235
NG 2007,1.167488212
NU 2007,0.85255704
NF 2007,0.88592111
MP 2007,0.83758354
