Code type,country,recipient_name,2019.0,2020.0,2021.0,2022.0,Reporting Organisation Narrative
Reproductive health care and family planning,Sweden,Guinea-Bissau,0.1237322729724299,0.112924416647665,0.113677435903415,,Sweden
Reproductive health care and family planning,Sweden,Honduras,,,0.09094194872273201,,Sweden
Reproductive health care and family planning,Sweden,India,,,2.2385710454826335,,Sweden
Reproductive health care and family planning,Sweden,Indonesia,,,0.2168615700311301,,Sweden
Reproductive health care and family planning,Sweden,Iraq,1.5863111919542294,1.954461057363432,2.623325443924961,,Sweden
Reproductive health care and family planning,Sweden,Kenya,0.1903573430345076,0.39079076364268106,0.369599738833378,,Sweden
Reproductive health care and family planning,Sweden,Lao People's Democratic Republic (the),0.2284288116414091,0.208475846118766,0.2098660355139969,,Sweden
Reproductive health care and family planning,Sweden,Lebanon,,,0.0545651692336392,,Sweden
Reproductive health care and family planning,Sweden,Liberia,2.218815795429309,2.546630409177281,2.4898646725506883,,Sweden
Reproductive health care and family planning,Sweden,Madagascar,0.2665002802483106,0.24322182047189378,0.2448437080996631,,Sweden
Reproductive health care and family planning,Sweden,Malawi,0.4727729068623822,0.3281654483859408,0.5122720520234585,,Sweden
Reproductive health care and family planning,Sweden,Mali,0.4699421218498504,3.989668793771784,1.252550149821031,,Sweden
Reproductive health care and family planning,Sweden,Mauritania,0.10469653866897921,0.0955514294711012,0.0961885996105819,,Sweden
Reproductive health care and family planning,Sweden,Mexico,,,0.1678928284111975,,Sweden
Reproductive health care and family planning,Sweden,Mozambique,4.272348691293266,5.756404956059264,11.380824646434023,,Sweden
Reproductive health care and family planning,Sweden,Myanmar,1.5863111919542294,-2.6908042607251046,1.0108844687474496,,Sweden
Reproductive health care and family planning,Sweden,Namibia,0.0254265379287006,0.0065148701912114,0.0139910690342665,,Sweden
Reproductive health care and family planning,Sweden,Nepal,0.1618037415793314,0.2137932831688328,0.49132925066166094,,Sweden
Reproductive health care and family planning,Sweden,Nicaragua,,,0.1259196213083981,,Sweden
Reproductive health care and family planning,Sweden,Niger (the),0.352161084613839,0.321400262766431,0.3235434714174119,,Sweden
Reproductive health care and family planning,Sweden,Nigeria,0.3331253503103883,0.3040272755898672,0.4459653254672434,,Sweden
Reproductive health care and family planning,Sweden,"Palestine, State of",1.1104178343679607,,1.5156991453788664,,Sweden
Reproductive health care and family planning,Sweden,Panama,0.076142937213803,0.0694919487062554,0.0699553451713323,,Sweden
Reproductive health care and family planning,Sweden,Paraguay,0.1264942688512992,0.1683901952682498,0.067157131364479,,Sweden
Reproductive health care and family planning,Sweden,Peru,0.1122231205707548,0.1147139035159669,,,Sweden
Reproductive health care and family planning,Sweden,Rwanda,0.1302758066392411,0.1912626904242266,0.1537947102099826,,Sweden
Reproductive health care and family planning,Sweden,Senegal,0.2379466787931345,0.21716233970704799,0.2186104536604134,,Sweden
Reproductive health care and family planning,Sweden,Sierra Leone,,0.2724228411348904,0.2284405904231132,,Sweden
Reproductive health care and family planning,Sweden,Somalia,,0.0166585209073043,0.045179493756485396,,Sweden
Reproductive health care and family planning,Sweden,South Africa,0.8058460855127487,0.362932560235404,0.41856614860847163,,Sweden
Reproductive health care and family planning,Sweden,"South America, regional",0.1037253004579152,,0.027982138068532898,,Sweden
Reproductive health care and family planning,Sweden,South Sudan,4.230163178544613,5.429058492676201,7.753384089822663,3.9058401053993865,Sweden
Reproductive health care and family planning,Sweden,"South of Sahara, regional",26.029144119544405,30.47897157779298,29.881437935501157,1.7488836292833074,Sweden
Reproductive health care and family planning,Sweden,"Southern Africa, regional",2.373946594189871,0.6961270141208726,1.0859758115053222,,Sweden
Reproductive health care and family planning,Sweden,Sudan (the),2.8342093296248905,4.821978131752392,2.81209782672061,,Sweden
Reproductive health care and family planning,Sweden,"Tanzania, United Republic of",0.5529175784430884,1.0469727928162698,0.9658596754071984,,Sweden
Reproductive health care and family planning,Sweden,Thailand,0.09308970526338048,0.033228180608597495,,,Sweden
Reproductive health care and family planning,Sweden,Timor-Leste,0.1618037415793314,0.1476703910007926,0.1486551084890811,,Sweden
Reproductive health care and family planning,Sweden,Togo,0.3807146860690151,0.34745974353127684,0.34977672585666153,,Sweden
Reproductive health care and family planning,Sweden,Turkey,,0.15087260931409283,0.10351399106903429,,Sweden
Reproductive health care and family planning,Sweden,Uganda,11.632843233325227,18.442735195500397,15.69004458487332,-0.28858947638424143,Sweden
Reproductive health care and family planning,Sweden,Ukraine,0.18083947588278218,0.1650433781773564,0.1661439447819142,,Sweden
Reproductive health care and family planning,Sweden,Zambia,6.532898689030129,4.658561436398579,5.034594120603015,0.8744418146416537,Sweden
Reproductive health care and family planning,Sweden,Zimbabwe,7.860555344994235,5.088611199860473,10.913747894110926,,Sweden
Reproductive health care and family planning,Switzerland,Bosnia and Herzegovina,0.052329600000000004,0.03571439999999999,,,Switzerland
Reproductive health care and family planning,Switzerland,Central African Republic (the),0.087216,0.01903815616,,,Switzerland
Reproductive health care and family planning,Switzerland,Chad,0.18319789056000002,0.00470125728,,,Switzerland
Reproductive health care and family planning,Switzerland,Congo (the Democratic Republic of the),0.91965222144,0.9269497571199999,,,Switzerland
Reproductive health care and family planning,Switzerland,"Developing countries, unspecified",2.4720872128000004,1.73728226736,,,Switzerland
Reproductive health care and family planning,Switzerland,Ethiopia,,0.043296204799999995,,,Switzerland
Reproductive health care and family planning,Switzerland,Moldova (the Republic of),0.24152916480000003,0.09595610416,,,Switzerland
Reproductive health care and family planning,Switzerland,Mozambique,,-0.0007925491199999999,,,Switzerland
Reproductive health care and family planning,Switzerland,Myanmar,,0.26387786304000005,,,Switzerland
Reproductive health care and family planning,Switzerland,Rwanda,,0.04546142912,,,Switzerland
Reproductive health care and family planning,Switzerland,Somalia,0.60664416,0.79254912,,,Switzerland
Reproductive health care and family planning,Switzerland,"South of Sahara, regional",3.5417451904000004,3.111573000480001,,,Switzerland
Reproductive health care and family planning,Switzerland,Syrian Arab Republic,0.49245440000000007,0.53941300976,,,Switzerland
Reproductive health care and family planning,Switzerland,"Tanzania, United Republic of",0.5322524006400001,0.38123020543999997,,,Switzerland
Reproductive health care and family planning,Switzerland,Zimbabwe,0.1274112,0.1282110728,,,Switzerland
Reproductive health care and family planning,UK,"Africa, regional",163.52699015536004,100.57023925319992,79.16892829119996,,UK
Reproductive health care and family planning,UK,Bangladesh,9.786709362868,19.157100617940003,7.1713878651359995,,UK
Reproductive health care and family planning,UK,Congo (the Democratic Republic of the),6.855045058560001,8.17282742016,3.6976079585279997,,UK
Reproductive health care and family planning,UK,"Developing countries, unspecified",96.837016285156,18.093667297649997,57.024121704704015,0.020276734799999998,UK
Reproductive health care and family planning,UK,Ethiopia,43.63960256128,39.730055744750004,7.6559361612800005,,UK
Reproductive health care and family planning,UK,Iraq,,,1.4032849063200001,,UK
Reproductive health care and family planning,UK,Kenya,6.226408521304,6.72784498795,4.466069844720001,0.20298762210000001,UK
Reproductive health care and family planning,UK,Malawi,11.864699394367998,6.39878919236,4.52572725088,,UK
Reproductive health care and family planning,UK,Mozambique,7.051925183119999,5.965800915399999,8.0737229276,,UK
Reproductive health care and family planning,UK,Myanmar,13.41224560834,8.955626750499999,8.03622293584,,UK
Reproductive health care and family planning,UK,Nepal,4.0309683656,4.761955857,1.181645344,,UK
Reproductive health care and family planning,UK,Nigeria,15.567081953999994,8.200946841349998,2.89999294376,0.26108268444,UK
Reproductive health care and family planning,UK,Pakistan,23.916323292559998,24.351476511200012,18.72605680704,0.54966392682,UK
Reproductive health care and family planning,UK,Sierra Leone,24.10159571264,25.1668538032,16.303663552000003,,UK
Reproductive health care and family planning,UK,Somalia,9.48816291774,14.985431981249999,9.6037687944,,UK
Reproductive health care and family planning,UK,South Sudan,30.9386249073,19.553814828349996,12.99528537912,0.5556108236249999,UK
Reproductive health care and family planning,UK,Sudan (the),0.60655045408,0.3867092866,0.4171080425600001,,UK
Reproductive health care and family planning,UK,Syrian Arab Republic,5.7474,2.6943,1.626768,,UK
Reproductive health care and family planning,UK,"Tanzania, United Republic of",4.821501650919999,3.9560449239,4.23898450272,,UK
Reproductive health care and family planning,UK,Uganda,0.9890216728919999,0.95353313121,0.007322958720000001,,UK
Reproductive health care and family planning,UK,Zambia,0.7007204535999999,,,,UK
Reproductive health care and family planning,UK,Zimbabwe,11.068986309499998,10.91791026655,0.7738228097600001,,UK
Reproductive health care and family planning,UNICEF,Afghanistan,7.8581830759999995,15.166037895999999,23.043581188000005,41.975598864,UNICEF
Reproductive health care and family planning,UNICEF,Albania,0.0,0.0,,0.0,UNICEF
Reproductive health care and family planning,UNICEF,Algeria,0.021961807,0.14067715900000005,0.129539473,0.211925077,UNICEF
Reproductive health care and family planning,UNICEF,Angola,0.8773986560000002,0.20926968299999998,0.047631994000000004,0.012459804,UNICEF
Reproductive health care and family planning,UNICEF,Argentina,0.6720988859999999,0.816676554,0.12531157799999998,0.0045218459999999995,UNICEF
Reproductive health care and family planning,UNICEF,Armenia,0.07790153500000001,0.3371829350000001,0.335952785,0.02131788,UNICEF
Reproductive health care and family planning,UNICEF,Azerbaijan,0.022452763000000004,0.048187056,0.34772049999999977,0.032914203999999996,UNICEF
Reproductive health care and family planning,UNICEF,Bangladesh,4.855052926999999,5.9156745619999995,4.072184633999999,1.11212584,UNICEF
Reproductive health care and family planning,UNICEF,Belarus,,,0.000863098,0.0026985079999999996,UNICEF
Reproductive health care and family planning,UNICEF,Belize,0.161140994,0.15456535999999998,0.15223199099999998,0.007683897999999999,UNICEF
Reproductive health care and family planning,UNICEF,Benin,0.25064199,0.098709788,0.09619523700000003,0.038236924,UNICEF
Reproductive health care and family planning,UNICEF,Bhutan,0.15076207499999994,0.08916675899999998,0.111809956,0.033485037,UNICEF
Reproductive health care and family planning,UNICEF,Bolivia (Plurinational State of),1.2975435,1.741956563,1.715359486,0.396996124,UNICEF
Reproductive health care and family planning,UNICEF,Bosnia and Herzegovina,,,2.5137029400000004,0.06050814,UNICEF
Reproductive health care and family planning,UNICEF,Botswana,,,,0.0,UNICEF
Reproductive health care and family planning,UNICEF,Brazil,0.138414811,0.319779042,0.2630813979999999,0.050827888,UNICEF
Reproductive health care and family planning,UNICEF,Bulgaria,0.044817093999999995,0.037019646,0.04952353000000001,0.020933002,UNICEF
Reproductive health care and family planning,UNICEF,Burkina Faso,1.1954741219999996,1.019083234,1.8471441869999998,0.55594328,UNICEF
Reproductive health care and family planning,UNICEF,Burundi,1.0568684920000002,0.9069430350000001,0.8427420339999995,0.47870064400000006,UNICEF
Reproductive health care and family planning,UNICEF,Cabo Verde,,,,0.0,UNICEF
Reproductive health care and family planning,UNICEF,Cambodia,0.6862894239999999,1.386732112,1.153382464,0.622690568,UNICEF
Reproductive health care and family planning,UNICEF,Cameroon,0.3916918769999999,0.6999104720000001,0.744991492,0.06242411099999999,UNICEF
Reproductive health care and family planning,UNICEF,Central African Republic (the),0.409961076,0.4360455860000001,0.34412699100000005,0.15345441399999998,UNICEF
Reproductive health care and family planning,UNICEF,Chad,0.44331992400000014,0.332817947,0.32085908899999993,0.11452608,UNICEF
Reproductive health care and family planning,UNICEF,Chile,,,,0.0,UNICEF
Reproductive health care and family planning,UNICEF,China,1.7736015049999996,1.6534015190000004,0.4120852240000001,0.032814616,UNICEF
Reproductive health care and family planning,UNICEF,Colombia,0.310067628,0.307080488,0.13710196499999996,0.0012948,UNICEF
Reproductive health care and family planning,UNICEF,Comoros (the),0.128032539,0.133517592,0.183181822,0.042266508,UNICEF
Reproductive health care and family planning,UNICEF,Congo (the Democratic Republic of the),1.7475843539999998,4.142904948,2.4602913529999992,0.328716814,UNICEF
Reproductive health care and family planning,UNICEF,Congo (the),0.13236374599999998,0.10511723399999999,0.2499924099999999,0.026427970000000002,UNICEF
Reproductive health care and family planning,UNICEF,Croatia,0.250166862,0.191129625,0.1715184,0.04649534100000001,UNICEF
Reproductive health care and family planning,UNICEF,Cuba,0.10119635,0.0623138,0.018871843,0.015298697,UNICEF
Reproductive health care and family planning,UNICEF,Côte d'Ivoire,2.158502152,1.837736255,1.5331904699999994,1.1422203840000003,UNICEF
Reproductive health care and family planning,UNICEF,Djibouti,0.101835835,0.11440465399999998,0.13177866599999996,0.057007705000000006,UNICEF
Reproductive health care and family planning,UNICEF,Dominican Republic (the),0.24092419600000006,0.141406902,0.15501596800000003,0.068323312,UNICEF
Reproductive health care and family planning,UNICEF,Ecuador,0.10000994499999999,0.019291178,0.020309738999999997,0.015639669,UNICEF
Reproductive health care and family planning,UNICEF,Egypt,0.23709766300000004,0.6440551510000001,0.46807691899999976,0.11153583000000002,UNICEF
Reproductive health care and family planning,UNICEF,El Salvador,0.19537304500000002,0.16497881900000003,0.30290883599999996,0.146054997,UNICEF
Reproductive health care and family planning,UNICEF,Equatorial Guinea,0.0015937479999999999,0.0007958700000000002,0.000716945,-5.4919999999999925e-06,UNICEF
Reproductive health care and family planning,UNICEF,Eritrea,,,,0.0,UNICEF
Reproductive health care and family planning,UNICEF,Eswatini,0.27949601300000004,0.3394022149999999,0.3019981149999999,0.10739174899999998,UNICEF
Reproductive health care and family planning,UNICEF,Ethiopia,6.4663516979999995,7.1444453879999985,5.650366372999996,2.4458706040000004,UNICEF
Reproductive health care and family planning,UNICEF,Fiji,0.38517699099999997,0.9461972809999999,1.1369923749999997,0.8463156150000002,UNICEF
Reproductive health care and family planning,UNICEF,Gabon,0.007737456000000001,0.005978283000000001,0.011048469,0.006426198000000002,UNICEF
Reproductive health care and family planning,UNICEF,Gambia (the),0.0015226900000000002,0.0015226900000000002,0.00215696,0.0,UNICEF
Reproductive health care and family planning,UNICEF,Georgia,0.253922319,0.7313424009999999,0.525429191,0.138581845,UNICEF
Reproductive health care and family planning,UNICEF,Ghana,0.49537056900000004,1.134297079,1.491103816,0.33069973599999997,UNICEF
Reproductive health care and family planning,UNICEF,Guatemala,0.38604914800000006,0.23705920000000005,0.07041446000000003,0.005735124,UNICEF
Reproductive health care and family planning,UNICEF,Guinea,1.7310005669999995,1.8380308070000004,2.369062148999999,0.487774035,UNICEF
Reproductive health care and family planning,UNICEF,Guinea-Bissau,0.251002986,0.093915983,0.10477597500000001,0.048066048,UNICEF
Reproductive health care and family planning,UNICEF,Guyana,,,,0.0,UNICEF
Reproductive health care and family planning,UNICEF,Haiti,0.8843031950000001,1.075032659,1.2609719230000005,0.33083230399999997,UNICEF
Reproductive health care and family planning,UNICEF,Honduras,0.318076862,0.44163758399999997,0.10271931200000001,0.006809,UNICEF
Reproductive health care and family planning,UNICEF,India,7.311110932999999,14.458749694000002,51.47952269600002,,UNICEF
Reproductive health care and family planning,UNICEF,Indonesia,1.0852814769999999,2.809313283,1.468156156,0.46475712199999997,UNICEF
Reproductive health care and family planning,UNICEF,Iran (Islamic Republic of),0.056356663,0.045679483,0.218964109,0.690548905,UNICEF
Reproductive health care and family planning,UNICEF,Iraq,1.242778093,0.987285075,0.8101223899999995,0.124715288,UNICEF
Reproductive health care and family planning,UNICEF,Jamaica,0.058399172,0.125743636,0.021031044000000002,0.0,UNICEF
Reproductive health care and family planning,UNICEF,Jordan,1.5801665030000005,1.4402808209999995,1.35239868,0.064015272,UNICEF
Reproductive health care and family planning,UNICEF,Kazakhstan,0.219359624,0.31832599600000006,0.38183496,0.015807792,UNICEF
Reproductive health care and family planning,UNICEF,Kenya,1.5072934089999994,0.8315836089999998,2.0586685140000003,0.576678432,UNICEF
Reproductive health care and family planning,UNICEF,Korea (the Democratic People's Republic of),0.562242,0.109791,0.03016,0.425192,UNICEF
Reproductive health care and family planning,UNICEF,Kosovo,0.260074752,0.7994001119999999,0.8334427109999997,1.4433015509999996,UNICEF
Reproductive health care and family planning,UNICEF,Kyrgyzstan,0.8215319059999999,0.505946932,0.497401484,0.39651760399999997,UNICEF
Reproductive health care and family planning,UNICEF,Lao People's Democratic Republic (the),0.29067948,0.344855784,0.5131919519999999,0.147850248,UNICEF
Reproductive health care and family planning,UNICEF,Lebanon,0.09987125100000002,0.088969881,0.14604813200000002,0.016759929,UNICEF
Reproductive health care and family planning,UNICEF,Lesotho,0.16294068600000003,0.08618497800000002,0.10702290700000004,0.08927896200000002,UNICEF
Reproductive health care and family planning,UNICEF,Liberia,1.2385332409999998,1.1729136210000004,1.2114058219999997,0.4045479649999999,UNICEF
Reproductive health care and family planning,UNICEF,Libya,0.885103222,2.9593458960000003,2.7529719880000005,3.0501783579999997,UNICEF
Reproductive health care and family planning,UNICEF,Madagascar,0.7869839200000001,0.768008832,0.5857323649999999,0.037317801,UNICEF
Reproductive health care and family planning,UNICEF,Malawi,1.56551086,1.116936229,1.0743939899999995,0.44162896500000004,UNICEF
Reproductive health care and family planning,UNICEF,Maldives,0.000609399,0.003432705,0.005190321000000001,0.001086519,UNICEF
Reproductive health care and family planning,UNICEF,Mali,2.944162675,4.168474370999999,3.713898644,0.9311074339999995,UNICEF
Reproductive health care and family planning,UNICEF,Mauritania,0.3627751150000001,0.439939619,0.9965584150000001,0.116674849,UNICEF
Reproductive health care and family planning,UNICEF,Mexico,,0.042804735999999996,0.084558328,0.06652604000000001,UNICEF
Reproductive health care and family planning,UNICEF,Moldova (the Republic of),0.442388726,0.359741408,0.143648362,0.24417521700000003,UNICEF
Reproductive health care and family planning,UNICEF,Mongolia,0.28741284,0.35626715999999997,0.82197684,0.3848392799999999,UNICEF
Reproductive health care and family planning,UNICEF,Montenegro,,,,0.0,UNICEF
Reproductive health care and family planning,UNICEF,Morocco,0.025849692,0.07607910000000001,0.18165084,0.10810739999999999,UNICEF
Reproductive health care and family planning,UNICEF,Mozambique,1.7500188030000003,1.7423508830000005,2.022386184,0.6634434000000001,UNICEF
Reproductive health care and family planning,UNICEF,Myanmar,1.0935213310000003,3.606500471000001,1.422131923000001,0.9991017660000002,UNICEF
Reproductive health care and family planning,UNICEF,Namibia,0.404303079,0.177571459,0.24145696899999997,0.10060052199999998,UNICEF
Reproductive health care and family planning,UNICEF,Nepal,0.774036118,0.38508940199999997,0.35168231899999985,0.207030943,UNICEF
Reproductive health care and family planning,UNICEF,Nicaragua,0.291420283,0.8327074000000001,0.6464447550000001,1.246451335,UNICEF
Reproductive health care and family planning,UNICEF,Niger (the),0.857076222,0.987534539,1.3973530040000002,1.0345039210000004,UNICEF
Reproductive health care and family planning,UNICEF,Nigeria,1.0245444500000005,1.3612881849999998,1.2082219619999994,0.6997166800000003,UNICEF
Reproductive health care and family planning,UNICEF,North Macedonia,0.14347144699999997,0.17745095699999996,0.17863188900000002,0.13810094200000003,UNICEF
Reproductive health care and family planning,UNICEF,Oman,,,,0.0,UNICEF
Reproductive health care and family planning,UNICEF,Pakistan,5.422582803,4.098711181,6.200993099999998,2.015845192,UNICEF
Reproductive health care and family planning,UNICEF,"Palestine, State of",1.0697282270000001,2.115984695,2.8812332250000012,1.39519979,UNICEF
Reproductive health care and family planning,UNICEF,Papua New Guinea,0.941955836,0.44081688,0.7812118330000005,0.3258395170000001,UNICEF
Reproductive health care and family planning,UNICEF,Paraguay,1.230905627,0.376281343,0.10215213199999999,0.028984542000000002,UNICEF
Reproductive health care and family planning,UNICEF,Peru,0.025696308,0.027325060999999998,0.104489712,0.0067490729999999995,UNICEF
Reproductive health care and family planning,UNICEF,Philippines (the),0.341781922,1.038400169,1.3043685090000008,1.15142544,UNICEF
Reproductive health care and family planning,UNICEF,Rwanda,0.9617952120000001,0.872783781,1.0081668289999997,0.29350616299999993,UNICEF
Reproductive health care and family planning,UNICEF,Sao Tome and Principe,0.025552112000000002,0.055256136,0.069836956,0.036814184,UNICEF
Reproductive health care and family planning,UNICEF,Saudi Arabia,0.091538834,0.007610700000000001,0.032710416,0.043476348000000005,UNICEF
Reproductive health care and family planning,UNICEF,Senegal,0.179211412,0.27293022400000005,0.5274875639999999,0.23597506000000001,UNICEF
Reproductive health care and family planning,UNICEF,Serbia,0.045216863,0.06678276200000002,0.3976051069999999,0.217639001,UNICEF
Reproductive health care and family planning,UNICEF,Sierra Leone,9.680656788,5.505886863999999,2.7676430519999977,0.905340719,UNICEF
Reproductive health care and family planning,UNICEF,Somalia,13.464263906999998,17.982779133000005,9.067407824999995,0.7563842190000001,UNICEF
Reproductive health care and family planning,UNICEF,South Africa,0.36847107100000004,0.397101466,0.228456998,0.314735215,UNICEF
Reproductive health care and family planning,UNICEF,South Sudan,0.6918860549999999,0.337437345,0.16122610199999998,0.011735111999999999,UNICEF
Reproductive health care and family planning,UNICEF,Sri Lanka,0.2664626620000001,0.16805141299999998,0.14506335400000003,0.069025283,UNICEF
Reproductive health care and family planning,UNICEF,Sudan (the),3.684296348,5.664326337,6.550810808999998,1.279255959,UNICEF
Reproductive health care and family planning,UNICEF,Syrian Arab Republic,2.706943438,2.9757238190000006,2.3174603030000003,1.6948885249999999,UNICEF
Reproductive health care and family planning,UNICEF,Tajikistan,0.30887220200000004,0.423431823,0.24975980999999997,0.215934456,UNICEF
Reproductive health care and family planning,UNICEF,"Tanzania, United Republic of",3.936279026999999,4.471786725,2.714644028000001,0.955663737,UNICEF
Reproductive health care and family planning,UNICEF,Thailand,0.458436584,0.2255595,0.14844117199999998,0.08219802000000001,UNICEF
Reproductive health care and family planning,UNICEF,Timor-Leste,0.264763833,0.420217032,0.15448112099999997,0.037645714999999996,UNICEF
Reproductive health care and family planning,UNICEF,Togo,0.5282573819999999,0.13463910999999998,0.13788288600000012,0.045939618,UNICEF
Reproductive health care and family planning,UNICEF,Tunisia,0.18801531800000001,0.369880288,0.7057156960000001,0.29199229200000004,UNICEF
Reproductive health care and family planning,UNICEF,Turkmenistan,0.09904307000000001,0.20500287,0.23699549700000003,0.20074891600000003,UNICEF
Reproductive health care and family planning,UNICEF,Uganda,2.759140336,3.8845728520000007,3.6370766949999993,1.4857407080000002,UNICEF
Reproductive health care and family planning,UNICEF,Ukraine,0.394442491,0.523327551,1.0313364059999999,2.735988516,UNICEF
Reproductive health care and family planning,UNICEF,Uruguay,0.074906556,0.095350416,0.06590639000000001,0.015963485,UNICEF
Reproductive health care and family planning,UNICEF,Uzbekistan,0.530578875,1.347939441,1.0510162260000007,0.241856176,UNICEF
Reproductive health care and family planning,UNICEF,Venezuela (Bolivarian Republic of),1.8657263629999998,3.522408918,2.341000898,0.185584472,UNICEF
Reproductive health care and family planning,UNICEF,Viet Nam,0.006807746000000001,0.007983888000000001,0.011175758,0.001002606,UNICEF
Reproductive health care and family planning,UNICEF,Yemen,13.815329616,13.418391448000001,28.477344908,21.566664898,UNICEF
Reproductive health care and family planning,UNICEF,Zambia,0.5309708129999998,1.0905219350000002,1.4677340080000019,0.44685165000000004,UNICEF
Reproductive health care and family planning,UNICEF,Zimbabwe,2.0421748870000003,1.920851526,7.387797645999999,0.490380948,UNICEF
Reproductive health care and family planning,US,Afghanistan,57.826290310000005,18.271600179999997,24.697917300000004,,US
Reproductive health care and family planning,US,"Africa, regional",6.0539502700000005,9.007731520000002,8.185410710000001,,US
Reproductive health care and family planning,US,"America, regional",4.8651124,1.14408976,1.19744279,,US
Reproductive health care and family planning,US,Angola,0.85347265,1.2006594099999999,0.9408299300000001,,US
Reproductive health care and family planning,US,Armenia,0.22778316,,,,US
Reproductive health care and family planning,US,"Asia, regional",3.0474031,2.7654739000000004,2.88110304,,US
Reproductive health care and family planning,US,Azerbaijan,,,0.1,,US
Reproductive health care and family planning,US,Bangladesh,26.47370083999999,25.45870956,24.18139419,,US
Reproductive health care and family planning,US,Benin,7.07915104,3.0091729400000005,3.99230432,,US
Reproductive health care and family planning,US,Burkina Faso,0.63769575,3.3216156,3.56665404,,US
Reproductive health care and family planning,US,Burundi,0.55163323,4.75371093,7.35314626,,US
Reproductive health care and family planning,US,Cambodia,4.257863019999999,3.37433611,2.4064136699999996,,US
Reproductive health care and family planning,US,Colombia,,,5.0,,US
Reproductive health care and family planning,US,Congo (the Democratic Republic of the),46.99634136,36.49263253,81.14212393000001,0.4,US
Reproductive health care and family planning,US,Côte d'Ivoire,0.00904238,,0.6797980600000001,,US
Reproductive health care and family planning,US,"Developing countries, unspecified",175.10942224000001,210.79340555999988,181.87563317999994,15.98764492,US
Reproductive health care and family planning,US,Egypt,3.5763317700000004,2.52396092,4.6544642099999995,,US
Reproductive health care and family planning,US,Ethiopia,67.54166570000002,54.052790519999995,50.49529431999999,,US
Reproductive health care and family planning,US,"Europe, regional",0.0048541800000000005,,,,US
Reproductive health care and family planning,US,Ghana,6.70520889,8.0514442,6.825898110000001,,US
Reproductive health care and family planning,US,Guatemala,6.790957450000001,2.3409471100000006,5.7802223,,US
Reproductive health care and family planning,US,Guinea,5.735824759999998,5.16289316,4.3515787,,US
Reproductive health care and family planning,US,Haiti,24.80182825,25.583013020000003,25.340669169999998,,US
Reproductive health care and family planning,US,India,24.614743369999996,21.783567549999997,15.295903599999997,,US
Reproductive health care and family planning,US,Indonesia,17.42004947,14.41014602,13.36722366,,US
Reproductive health care and family planning,US,Japan,,0.00467374,,,US
Reproductive health care and family planning,US,Jordan,40.44713823000001,54.43206644000001,27.879792579999997,,US
Reproductive health care and family planning,US,Kenya,45.90743058,26.311517759999997,13.946351450000003,,US
Reproductive health care and family planning,US,Kyrgyzstan,0.08810715,0.05296141,0.03338663000000001,,US
Reproductive health care and family planning,US,Lao People's Democratic Republic (the),,,0.15837352,,US
Reproductive health care and family planning,US,Liberia,9.188618889999999,13.389876690000001,12.522804370000001,,US
Reproductive health care and family planning,US,Madagascar,20.077329350000003,23.578110739999996,22.08210432,,US
Reproductive health care and family planning,US,Malawi,23.149986329999997,23.645868549999996,17.77698455,,US
Reproductive health care and family planning,US,Mali,27.27012504,17.32435603,14.882294,,US
Reproductive health care and family planning,US,Mexico,0.00232708,,,,US
Reproductive health care and family planning,US,"Middle East, regional",,0.00154006,,,US
Reproductive health care and family planning,US,Mozambique,15.882867060000002,16.89378679,31.16379318,,US
Reproductive health care and family planning,US,Myanmar,2.48865057,0.9478930799999999,6.01217287,,US
Reproductive health care and family planning,US,Nepal,20.501838789999994,19.75976727,17.005064709999996,,US
Reproductive health care and family planning,US,Niger (the),1.14625625,2.6826248,3.36608821,,US
Reproductive health care and family planning,US,Nigeria,52.53918688000001,70.69324246,68.78860578999999,,US
Reproductive health care and family planning,US,Pakistan,14.2540758,7.767078969999998,6.6085889700000005,,US
Reproductive health care and family planning,US,Philippines (the),12.557989909999995,12.400434599999999,15.588607200000002,,US
Reproductive health care and family planning,US,Rwanda,17.367610729999996,13.175893809999998,17.78892494,,US
Reproductive health care and family planning,US,Senegal,27.11421087,17.130484749999997,10.60742252,,US
Reproductive health care and family planning,US,Sierra Leone,0.41416418,0.02193941,0.27320191,,US
Reproductive health care and family planning,US,Somalia,0.0,,,,US
Reproductive health care and family planning,US,South Africa,0.00768928,,,,US
Reproductive health care and family planning,US,South Sudan,13.123306610000002,22.24016416,17.65393891,,US
Reproductive health care and family planning,US,"South of Sahara, regional",14.51109441,10.441568969999999,22.339516810000003,,US
Reproductive health care and family planning,US,Sudan (the),0.00034188999999999997,,0.03273894,,US
Reproductive health care and family planning,US,Tajikistan,1.0046294599999999,0.85247517,0.8036193999999999,,US
Reproductive health care and family planning,US,"Tanzania, United Republic of",32.79016623,37.027884740000005,31.25108516999999,,US
Reproductive health care and family planning,US,Thailand,0.00487613,0.00026379,,,US
Reproductive health care and family planning,US,Timor-Leste,1.64549259,2.06820831,0.31498297999999997,,US
Reproductive health care and family planning,US,Turkey,0.00012251000000000002,0.01542401,,,US
Reproductive health care and family planning,US,Uganda,35.312520490000004,28.06622696,35.15937959,0.06344899,US
Reproductive health care and family planning,US,Ukraine,-0.004714030000000001,,-0.07676935,,US
Reproductive health care and family planning,US,United Arab Emirates (the),0.0006735199999999999,,,,US
Reproductive health care and family planning,US,Venezuela (Bolivarian Republic of),,,5.4,,US
