Code type,country,recipient_name,2019.0,2020.0,2021.0,2022.0,Reporting Organisation Narrative
Reproductive health care,Netherlands,Yemen,4.4529220805000005,6.111822947999998,11.010177681999998,0.8339468232,Netherlands
Reproductive health care,New Zealand,Bangladesh,1.4828202076274999,1.1846249341875001,0.010341731588625,,New Zealand
Reproductive health care,New Zealand,Cook Islands (the),0.008972908174999999,0.027080625,0.0015376704715687499,,New Zealand
Reproductive health care,New Zealand,"Developing countries, unspecified",1.7636275,1.73875,1.8947025,,New Zealand
Reproductive health care,New Zealand,Fiji,0.0089809846,0.027105,0.0015376704715687503,,New Zealand
Reproductive health care,New Zealand,Kiribati,0.008972908174999999,0.027080625,0.0015376704715687499,,New Zealand
Reproductive health care,New Zealand,Myanmar,0.4942734025425,0.3948749780625,0.003447243862875,,New Zealand
Reproductive health care,New Zealand,"Oceania, regional",0.2373033087,1.2362958400000001,1.2309731346,,New Zealand
Reproductive health care,New Zealand,Papua New Guinea,0.008972908174999999,0.027080625,0.0015376704715687499,,New Zealand
Reproductive health care,New Zealand,Samoa,0.008972908174999999,0.027080625,0.0015376704715687499,,New Zealand
Reproductive health care,New Zealand,Solomon Islands,0.008972908174999999,0.027080625,0.0015515233586999998,,New Zealand
Reproductive health care,New Zealand,Tonga,0.008972908174999999,0.027080625,0.0015376704715687499,,New Zealand
Reproductive health care,New Zealand,Tuvalu,0.008972908174999999,0.027080625,0.0015376704715687499,,New Zealand
Reproductive health care,New Zealand,Vanuatu,0.008972908174999999,0.027080625,0.0015376704715687499,,New Zealand
Reproductive health care,Norway,Afghanistan,0.16069002059999998,0.296408,,,Norway
Reproductive health care,Norway,Bangladesh,0.07101127299999999,0.0237592026,,,Norway
Reproductive health care,Norway,"Developing countries, unspecified",16.722170901400002,16.4422098652,,,Norway
Reproductive health care,Norway,"Eastern Africa, regional",,0.1740826304,,,Norway
Reproductive health care,Norway,Egypt,2.4553,2.5991,,,Norway
Reproductive health care,Norway,Eswatini,0.050557482,0.0403350458,,,Norway
Reproductive health care,Norway,Ethiopia,0.0916455,0.0296681182,,,Norway
Reproductive health care,Norway,Honduras,0.1744931462,0.2123557604,,,Norway
Reproductive health care,Norway,India,0.0383440204,,,,Norway
Reproductive health care,Norway,Kenya,0.3512869656,0.128638307,,,Norway
Reproductive health care,Norway,Malawi,0.744072955,0.9277128,,,Norway
Reproductive health care,Norway,Mali,0.1415078466,0.24332,,,Norway
Reproductive health care,Norway,Myanmar,0.2547141924,0.45290700000000006,,,Norway
Reproductive health care,Norway,Nepal,0.2504826256,0.303044,,,Norway
Reproductive health care,Norway,"Palestine, State of",1.4275,0.628208,,,Norway
Reproductive health care,Norway,Philippines (the),0.020556,,,,Norway
Reproductive health care,Norway,"South Asia, regional",,0.08717989699999999,,,Norway
Reproductive health care,Norway,South Sudan,0.7141591786,2.3451071,,,Norway
Reproductive health care,Norway,Sudan (the),,0.5621245,,,Norway
Reproductive health care,Norway,"Tanzania, United Republic of",0.3174774846,0.545258,,,Norway
Reproductive health care,Norway,Viet Nam,-0.0059382858,,,,Norway
Reproductive health care,Norway,Zambia,0.0305485,0.05264560000000001,,,Norway
Reproductive health care,Spain,El Salvador,0.6708375132800001,0.4762125,,,Spain
Reproductive health care,Spain,Equatorial Guinea,0.62562644892,,,,Spain
Reproductive health care,Spain,Ethiopia,0.22742775,0.3641625,,,Spain
Reproductive health care,Spain,Mali,1.264770012814,0.831411,0.508455454176,,Spain
Reproductive health care,Spain,Mauritania,0.33693,0.578178,,,Spain
Reproductive health care,Spain,Morocco,,0.5087672829,,,Spain
Reproductive health care,Spain,"Palestine, State of",0.105290625,0.105046875,,,Spain
Reproductive health care,Spain,Peru,0.737034375,0.455203125,,,Spain
Reproductive health care,Spain,Senegal,,0.20181717675000002,,,Spain
Reproductive health care,Spain,Western Sahara,0.21058125,0.21009375,,,Spain
Reproductive health care,Sweden,Afghanistan,1.1925561860848781,0.6709452119872525,1.1659224195222049,,Sweden
Reproductive health care,Sweden,"Africa, regional",,,2.094304001445744,,Sweden
Reproductive health care,Sweden,"America, regional",,,1.1659224195222049,,Sweden
Reproductive health care,Sweden,Argentina,,,0.4407186745793935,,Sweden
Reproductive health care,Sweden,Bangladesh,1.895178210077412,1.836528086516499,2.3855078268372027,0.0053843265049144,Sweden
Reproductive health care,Sweden,Benin,0.32733002675578216,0.2605948076484576,0.2623325443924961,,Sweden
Reproductive health care,Sweden,Bolivia (Plurinational State of),2.197569771253926,1.7857169563633994,0.998785108838858,,Sweden
Reproductive health care,Sweden,Botswana,0.2115081589272306,0.10858116985352399,0.2331552824447061,,Sweden
Reproductive health care,Sweden,Burkina Faso,0.27122440182912266,0.2526057323561028,0.2186104536604134,,Sweden
Reproductive health care,Sweden,Burundi,0.29505388170348673,0.2692813012367396,0.2710769625389126,,Sweden
Reproductive health care,Sweden,Cambodia,0.034122611279730104,,,,Sweden
Reproductive health care,Sweden,Cameroon,,,0.0209866035513997,,Sweden
Reproductive health care,Sweden,"Central America, regional",0.1374803033026999,0.16287175478028598,0.2914806048805512,,Sweden
Reproductive health care,Sweden,"Central Asia, regional",,,0.03128402374284409,,Sweden
Reproductive health care,Sweden,Chad,0.1237322729724299,0.112924416647665,0.113677435903415,,Sweden
Reproductive health care,Sweden,Colombia,0.6202476760541038,0.7117495683898498,0.6301810677517518,,Sweden
Reproductive health care,Sweden,Congo (the Democratic Republic of the),5.708722607049568,6.345018315688892,6.798592116032598,,Sweden
Reproductive health care,Sweden,Costa Rica,,,0.0069955345171332,,Sweden
Reproductive health care,Sweden,Côte d'Ivoire,0.1618037415793314,0.1476703910007926,0.1486551084890811,,Sweden
Reproductive health care,Sweden,"Developing countries, unspecified",26.832713527004305,13.00116002801394,6.4917652205342256,0.8312007356970468,Sweden
Reproductive health care,Sweden,"Eastern Africa, regional",0.2279877198362927,0.00017155064768659999,,,Sweden
Reproductive health care,Sweden,Egypt,0.2918812593195782,0.2747103597294158,0.658746167030046,,Sweden
Reproductive health care,Sweden,El Salvador,,,0.0419732071027994,,Sweden
Reproductive health care,Sweden,Eritrea,,0.1743024246175228,0.1504219719479066,,Sweden
Reproductive health care,Sweden,Ethiopia,4.216147997546505,2.153284905045767,2.649720994765008,,Sweden
Reproductive health care,Sweden,Georgia,,0.0887315625916154,0.1745245951334398,,Sweden
Reproductive health care,Sweden,Ghana,0.18083947588278218,0.3210876900572222,0.6166528699180356,,Sweden
Reproductive health care,Sweden,Guatemala,2.1785340369504755,3.5180299032541784,3.4184845340391052,,Sweden
Reproductive health care,Sweden,Guinea,0.1903573430345076,0.17372987176563842,0.18188389744546402,,Sweden
Reproductive health care,Sweden,Guinea-Bissau,0.1237322729724299,0.112924416647665,0.113677435903415,,Sweden
Reproductive health care,Sweden,Honduras,,,0.09094194872273201,,Sweden
Reproductive health care,Sweden,India,,,2.2385710454826335,,Sweden
Reproductive health care,Sweden,Indonesia,,,0.2168615700311301,,Sweden
Reproductive health care,Sweden,Iraq,1.5863111919542294,1.954461057363432,2.623325443924961,,Sweden
Reproductive health care,Sweden,Kenya,0.1903573430345076,0.39079076364268106,0.369599738833378,,Sweden
Reproductive health care,Sweden,Lao People's Democratic Republic (the),0.2284288116414091,0.208475846118766,0.2098660355139969,,Sweden
Reproductive health care,Sweden,Lebanon,,,0.0545651692336392,,Sweden
Reproductive health care,Sweden,Liberia,2.218815795429309,1.982008325938956,2.140087946694027,,Sweden
Reproductive health care,Sweden,Madagascar,0.2665002802483106,0.24322182047189378,0.2448437080996631,,Sweden
Reproductive health care,Sweden,Malawi,0.46008241732674837,0.3216505781947294,0.498280982989192,,Sweden
Reproductive health care,Sweden,Mali,0.4699421218498504,3.989668793771784,1.252550149821031,,Sweden
Reproductive health care,Sweden,Mauritania,0.10469653866897921,0.0955514294711012,0.0961885996105819,,Sweden
Reproductive health care,Sweden,Mexico,,,0.1678928284111975,,Sweden
Reproductive health care,Sweden,Mozambique,4.272348691293266,5.756404956059264,7.300096178106307,,Sweden
Reproductive health care,Sweden,Myanmar,1.5863111919542294,-2.6908042607251046,1.0108844687474496,,Sweden
Reproductive health care,Sweden,Namibia,0.0127360483930668,,,,Sweden
Reproductive health care,Sweden,Nepal,0.1618037415793314,0.2137932831688328,0.49132925066166094,,Sweden
Reproductive health care,Sweden,Nicaragua,,,0.1259196213083981,,Sweden
Reproductive health care,Sweden,Niger (the),0.352161084613839,0.321400262766431,0.3235434714174119,,Sweden
Reproductive health care,Sweden,Nigeria,0.3331253503103883,0.3040272755898672,0.4459653254672434,,Sweden
Reproductive health care,Sweden,"Palestine, State of",1.1104178343679607,,1.1659224195222049,,Sweden
Reproductive health care,Sweden,Panama,0.076142937213803,0.0694919487062554,0.0699553451713323,,Sweden
Reproductive health care,Sweden,Paraguay,0.1264942688512992,0.1683901952682498,0.067157131364479,,Sweden
Reproductive health care,Sweden,Peru,0.1122231205707548,0.1147139035159669,,,Sweden
Reproductive health care,Sweden,Rwanda,0.1302758066392411,0.1912626904242266,0.1537947102099826,,Sweden
Reproductive health care,Sweden,Senegal,0.2379466787931345,0.21716233970704799,0.2186104536604134,,Sweden
Reproductive health care,Sweden,Sierra Leone,,0.2724228411348904,0.2284405904231132,,Sweden
Reproductive health care,Sweden,Somalia,,0.0166585209073043,0.045179493756485396,,Sweden
Reproductive health care,Sweden,South Africa,0.8058460855127487,0.362932560235404,0.41856614860847163,,Sweden
Reproductive health care,Sweden,"South America, regional",0.1037253004579152,,0.027982138068532898,,Sweden
Reproductive health care,Sweden,South Sudan,4.230163178544613,5.429058492676201,7.753384089822663,3.9058401053993865,Sweden
Reproductive health care,Sweden,"South of Sahara, regional",26.029144119544405,30.47897157779298,29.881437935501157,1.7488836292833074,Sweden
Reproductive health care,Sweden,"Southern Africa, regional",2.3422203703507867,0.679839838642844,1.0509981389196559,,Sweden
Reproductive health care,Sweden,Sudan (the),2.8342093296248905,4.821978131752392,2.81209782672061,,Sweden
Reproductive health care,Sweden,"Tanzania, United Republic of",0.5529175784430884,1.0469727928162698,0.9658596754071984,,Sweden
Reproductive health care,Sweden,Thailand,0.09308970526338048,0.033228180608597495,,,Sweden
Reproductive health care,Sweden,Timor-Leste,0.1618037415793314,0.1476703910007926,0.1486551084890811,,Sweden
Reproductive health care,Sweden,Togo,0.3807146860690151,0.34745974353127684,0.34977672585666153,,Sweden
Reproductive health care,Sweden,Turkey,,0.15087260931409283,0.10351399106903429,,Sweden
Reproductive health care,Sweden,Uganda,11.620152743789593,18.436220325309183,15.47784670452028,-0.28858947638424143,Sweden
Reproductive health care,Sweden,Ukraine,0.18083947588278218,0.1650433781773564,0.1661439447819142,,Sweden
Reproductive health care,Sweden,Zambia,6.157625009147728,4.672809263276761,5.034594120603015,0.8744418146416537,Sweden
Reproductive health care,Sweden,Zimbabwe,7.847864855458601,5.082096329669262,10.89975682507666,,Sweden
Reproductive health care,Switzerland,Bosnia and Herzegovina,0.052329600000000004,0.03571439999999999,,,Switzerland
Reproductive health care,Switzerland,Central African Republic (the),0.087216,0.01903815616,,,Switzerland
Reproductive health care,Switzerland,Chad,0.18319789056000002,0.00470125728,,,Switzerland
Reproductive health care,Switzerland,Congo (the Democratic Republic of the),0.91965222144,0.9269497571199999,,,Switzerland
Reproductive health care,Switzerland,"Developing countries, unspecified",2.4720872128000004,1.73728226736,,,Switzerland
Reproductive health care,Switzerland,Ethiopia,,0.043296204799999995,,,Switzerland
Reproductive health care,Switzerland,Moldova (the Republic of),0.24152916480000003,0.09595610416,,,Switzerland
Reproductive health care,Switzerland,Mozambique,,-0.0007925491199999999,,,Switzerland
Reproductive health care,Switzerland,Myanmar,,0.26387786304000005,,,Switzerland
Reproductive health care,Switzerland,Rwanda,,0.04546142912,,,Switzerland
Reproductive health care,Switzerland,Somalia,0.60664416,0.79254912,,,Switzerland
Reproductive health care,Switzerland,"South of Sahara, regional",3.5417451904000004,3.111573000480001,,,Switzerland
Reproductive health care,Switzerland,Syrian Arab Republic,0.49245440000000007,0.53941300976,,,Switzerland
Reproductive health care,Switzerland,"Tanzania, United Republic of",0.5322524006400001,0.38123020543999997,,,Switzerland
Reproductive health care,Switzerland,Zimbabwe,0.1274112,0.1282110728,,,Switzerland
Reproductive health care,UK,"Africa, regional",0.0674629812,,,,UK
Reproductive health care,UK,Bangladesh,3.4241253688600004,10.5836611179,4.2106307012,,UK
Reproductive health care,UK,Congo (the Democratic Republic of the),3.8868874336,4.08641371008,1.8488039792639999,,UK
Reproductive health care,UK,"Developing countries, unspecified",31.1845497673,5.318945096050001,7.920527390336001,,UK
Reproductive health care,UK,Ethiopia,21.04767564031999,16.3662835045,1.74018404032,,UK
Reproductive health care,UK,Kenya,3.682972236,1.1629445580000002,1.0420950672000002,0.20298762210000001,UK
Reproductive health care,UK,Malawi,,1.2695481555600001,1.31059104,,UK
Reproductive health care,UK,Mozambique,6.52092442976,5.965800915399999,5.090121686320001,,UK
Reproductive health care,UK,Myanmar,13.41168108594,8.95470587725,8.03622293584,,UK
Reproductive health care,UK,Nepal,0.49396552952,0.4970817993,0.13561975504,,UK
Reproductive health care,UK,Nigeria,5.779669607479999,0.3906153801,0.01083719472,,UK
Reproductive health care,UK,Pakistan,6.18849328112,4.894838989600003,4.006753498880001,0.15086846652000002,UK
Reproductive health care,UK,Sierra Leone,24.10159571264,25.1668538032,16.303663552000003,,UK
Reproductive health care,UK,Somalia,7.27443417762,11.538225498849998,7.473908191200001,,UK
Reproductive health care,UK,South Sudan,30.9386249073,19.553814828349996,12.99528537912,0.5556108236249999,UK
Reproductive health care,UK,Sudan (the),0.60655045408,0.3867092866,0.4171080425600001,,UK
Reproductive health care,UK,Syrian Arab Republic,5.7474,2.6943,1.626768,,UK
Reproductive health care,UK,"Tanzania, United Republic of",0.40719192292,2.3203962081,2.72984434272,,UK
Reproductive health care,UK,Uganda,0.09990117908,0.0963164779,0.0007396928000000001,,UK
Reproductive health care,UK,Zambia,0.28028818144,,,,UK
Reproductive health care,UK,Zimbabwe,8.538932295899999,8.422387919910001,0.5969490246720001,,UK
Reproductive health care,UNICEF,Afghanistan,7.855045705999999,15.161370168,23.041539228000005,41.972113166,UNICEF
Reproductive health care,UNICEF,Albania,0.0,0.0,,0.0,UNICEF
Reproductive health care,UNICEF,Algeria,0.021961807,0.14067715900000005,0.129539473,0.211925077,UNICEF
Reproductive health care,UNICEF,Angola,0.8773986560000002,0.20926968299999998,0.047631994000000004,0.012459804,UNICEF
Reproductive health care,UNICEF,Argentina,0.6720988859999999,0.816676554,0.12531157799999998,0.0045218459999999995,UNICEF
Reproductive health care,UNICEF,Armenia,0.07790153500000001,0.3371829350000001,0.335952785,0.02131788,UNICEF
Reproductive health care,UNICEF,Azerbaijan,0.022452763000000004,0.048187056,0.34772049999999977,0.032914203999999996,UNICEF
Reproductive health care,UNICEF,Bangladesh,4.855052926999999,5.9156745619999995,4.072184633999999,1.11212584,UNICEF
Reproductive health care,UNICEF,Belarus,,,0.000863098,0.0026985079999999996,UNICEF
Reproductive health care,UNICEF,Belize,0.161140994,0.15456535999999998,0.15223199099999998,0.007683897999999999,UNICEF
Reproductive health care,UNICEF,Benin,0.25064199,0.098709788,0.09619523700000003,0.038236924,UNICEF
Reproductive health care,UNICEF,Bhutan,0.15076207499999994,0.08916675899999998,0.111809956,0.033485037,UNICEF
Reproductive health care,UNICEF,Bolivia (Plurinational State of),1.2975435,1.741956563,1.715359486,0.396996124,UNICEF
Reproductive health care,UNICEF,Bosnia and Herzegovina,,,2.5137029400000004,0.06050814,UNICEF
Reproductive health care,UNICEF,Botswana,,,,0.0,UNICEF
Reproductive health care,UNICEF,Brazil,0.138414811,0.319779042,0.2630813979999999,0.050827888,UNICEF
Reproductive health care,UNICEF,Bulgaria,0.044817093999999995,0.037019646,0.04952353000000001,0.020933002,UNICEF
Reproductive health care,UNICEF,Burkina Faso,1.1954741219999996,1.019083234,1.8471441869999998,0.55594328,UNICEF
Reproductive health care,UNICEF,Burundi,1.0568684920000002,0.9069430350000001,0.8427420339999995,0.47870064400000006,UNICEF
Reproductive health care,UNICEF,Cabo Verde,,,,0.0,UNICEF
Reproductive health care,UNICEF,Cambodia,0.6862894239999999,1.386732112,1.153382464,0.622690568,UNICEF
Reproductive health care,UNICEF,Cameroon,0.3916918769999999,0.6999104720000001,0.744991492,0.06242411099999999,UNICEF
Reproductive health care,UNICEF,Central African Republic (the),0.409961076,0.4360455860000001,0.34412699100000005,0.15345441399999998,UNICEF
Reproductive health care,UNICEF,Chad,0.44331992400000014,0.332817947,0.32085908899999993,0.11452608,UNICEF
Reproductive health care,UNICEF,Chile,,,,0.0,UNICEF
Reproductive health care,UNICEF,China,1.7736015049999996,1.6534015190000004,0.4120852240000001,0.032814616,UNICEF
Reproductive health care,UNICEF,Colombia,0.273540132,0.27089380599999996,0.12093096399999996,0.00114208,UNICEF
Reproductive health care,UNICEF,Comoros (the),0.128032539,0.133517592,0.183181822,0.042266508,UNICEF
Reproductive health care,UNICEF,Congo (the Democratic Republic of the),1.7475843539999998,4.142904948,2.4602913529999992,0.328716814,UNICEF
Reproductive health care,UNICEF,Congo (the),0.13236374599999998,0.10511723399999999,0.2499924099999999,0.026427970000000002,UNICEF
Reproductive health care,UNICEF,Croatia,0.250166862,0.191129625,0.1715184,0.04649534100000001,UNICEF
Reproductive health care,UNICEF,Cuba,0.10119635,0.0623138,0.018871843,0.015298697,UNICEF
Reproductive health care,UNICEF,Côte d'Ivoire,2.14683628,1.7951975750000002,1.5190686879999997,1.1411251670000004,UNICEF
Reproductive health care,UNICEF,Djibouti,0.101835835,0.11440465399999998,0.13177866599999996,0.057007705000000006,UNICEF
Reproductive health care,UNICEF,Dominican Republic (the),0.24092419600000006,0.141406902,0.15501596800000003,0.068323312,UNICEF
Reproductive health care,UNICEF,Ecuador,0.091585908,0.000737748,0.006717564,0.0,UNICEF
Reproductive health care,UNICEF,Egypt,0.23709766300000004,0.6440551510000001,0.46807691899999976,0.11153583000000002,UNICEF
Reproductive health care,UNICEF,El Salvador,0.19537304500000002,0.16497881900000003,0.30290883599999996,0.146054997,UNICEF
Reproductive health care,UNICEF,Equatorial Guinea,0.0015937479999999999,0.0007958700000000002,0.000716945,-5.4919999999999925e-06,UNICEF
Reproductive health care,UNICEF,Eritrea,,,,0.0,UNICEF
Reproductive health care,UNICEF,Eswatini,0.27949601300000004,0.3394022149999999,0.3019981149999999,0.10739174899999998,UNICEF
Reproductive health care,UNICEF,Ethiopia,6.4663516979999995,7.1444453879999985,5.650366372999996,2.4458706040000004,UNICEF
Reproductive health care,UNICEF,Fiji,0.38517699099999997,0.9461972809999999,1.1369923749999997,0.8463156150000002,UNICEF
Reproductive health care,UNICEF,Gabon,0.007737456000000001,0.005978283000000001,0.011048469,0.006426198000000002,UNICEF
Reproductive health care,UNICEF,Gambia (the),0.0015226900000000002,0.0015226900000000002,0.00215696,0.0,UNICEF
Reproductive health care,UNICEF,Georgia,0.253922319,0.7313424009999999,0.525429191,0.138581845,UNICEF
Reproductive health care,UNICEF,Ghana,0.49537056900000004,1.134297079,1.491103816,0.33069973599999997,UNICEF
Reproductive health care,UNICEF,Guatemala,0.34641012000000004,0.21459898800000005,0.051848616000000014,0.005735124,UNICEF
Reproductive health care,UNICEF,Guinea,1.7310005669999995,1.8380308070000004,2.369062148999999,0.487774035,UNICEF
Reproductive health care,UNICEF,Guinea-Bissau,0.251002986,0.093915983,0.10477597500000001,0.048066048,UNICEF
Reproductive health care,UNICEF,Guyana,,,,0.0,UNICEF
Reproductive health care,UNICEF,Haiti,0.8843031950000001,1.075032659,1.2609719230000005,0.33083230399999997,UNICEF
Reproductive health care,UNICEF,Honduras,0.318076862,0.44163758399999997,0.10271931200000001,0.006809,UNICEF
Reproductive health care,UNICEF,India,7.311110883,14.458749694000002,51.47952269600002,,UNICEF
Reproductive health care,UNICEF,Indonesia,1.0852814769999999,2.809313283,1.468156156,0.46475712199999997,UNICEF
Reproductive health care,UNICEF,Iran (Islamic Republic of),0.056356663,0.045679483,0.218964109,0.690548905,UNICEF
Reproductive health care,UNICEF,Iraq,1.242778093,0.987285075,0.8101223899999995,0.124715288,UNICEF
Reproductive health care,UNICEF,Jamaica,0.058399172,0.125743636,0.021031044000000002,0.0,UNICEF
Reproductive health care,UNICEF,Jordan,1.5801665030000005,1.4402808209999995,1.35239868,0.064015272,UNICEF
Reproductive health care,UNICEF,Kazakhstan,0.219359624,0.31832599600000006,0.38183496,0.015807792,UNICEF
Reproductive health care,UNICEF,Kenya,1.5072934089999994,0.8315836089999998,2.0586685140000003,0.576678432,UNICEF
Reproductive health care,UNICEF,Korea (the Democratic People's Republic of),0.562242,0.109791,0.03016,0.425192,UNICEF
Reproductive health care,UNICEF,Kosovo,0.260074752,0.7994001119999999,0.8334427109999997,1.4433015509999996,UNICEF
Reproductive health care,UNICEF,Kyrgyzstan,0.8215319059999999,0.505946932,0.497401484,0.39651760399999997,UNICEF
Reproductive health care,UNICEF,Lao People's Democratic Republic (the),0.29067948,0.344855784,0.5131919519999999,0.147850248,UNICEF
Reproductive health care,UNICEF,Lebanon,0.09987125100000002,0.088969881,0.14604813200000002,0.016759929,UNICEF
Reproductive health care,UNICEF,Lesotho,0.16294068600000003,0.08618497800000002,0.10702290700000004,0.08927896200000002,UNICEF
Reproductive health care,UNICEF,Liberia,1.2385332409999998,1.1729136210000004,1.2114058219999997,0.4045479649999999,UNICEF
Reproductive health care,UNICEF,Libya,0.885103222,2.9593458960000003,2.7529719880000005,3.0501783579999997,UNICEF
Reproductive health care,UNICEF,Madagascar,0.7869839200000001,0.768008832,0.5857323649999999,0.037317801,UNICEF
Reproductive health care,UNICEF,Malawi,1.56551086,1.116936229,1.0743939899999995,0.44162896500000004,UNICEF
Reproductive health care,UNICEF,Maldives,0.000609399,0.003432705,0.005190321000000001,0.001086519,UNICEF
Reproductive health care,UNICEF,Mali,2.944162675,4.168474370999999,3.713898644,0.9311074339999995,UNICEF
Reproductive health care,UNICEF,Mauritania,0.3627751150000001,0.439939619,0.9965584150000001,0.116674849,UNICEF
Reproductive health care,UNICEF,Mexico,,0.042804735999999996,0.084558328,0.06652604000000001,UNICEF
Reproductive health care,UNICEF,Moldova (the Republic of),0.442388726,0.359741408,0.143648362,0.24417521700000003,UNICEF
Reproductive health care,UNICEF,Mongolia,0.28741284,0.35626715999999997,0.82197684,0.3848392799999999,UNICEF
Reproductive health care,UNICEF,Montenegro,,,,0.0,UNICEF
Reproductive health care,UNICEF,Morocco,0.025849692,0.07607910000000001,0.18165084,0.10810739999999999,UNICEF
Reproductive health care,UNICEF,Mozambique,1.7500188030000003,1.7423508830000005,2.022386184,0.6634434000000001,UNICEF
Reproductive health care,UNICEF,Myanmar,1.0935213310000003,3.606500471000001,1.422131923000001,0.9991017660000002,UNICEF
Reproductive health care,UNICEF,Namibia,0.404303079,0.177571459,0.24145696899999997,0.10060052199999998,UNICEF
Reproductive health care,UNICEF,Nepal,0.762164308,0.37768532699999996,0.34002430399999983,0.199261963,UNICEF
Reproductive health care,UNICEF,Nicaragua,0.291420283,0.8327074000000001,0.6464447550000001,1.246451335,UNICEF
Reproductive health care,UNICEF,Niger (the),0.857076222,0.987534539,1.3973530040000002,1.0345039210000004,UNICEF
Reproductive health care,UNICEF,Nigeria,1.0245444500000005,1.3612881849999998,1.2082219619999994,0.6997166800000003,UNICEF
Reproductive health care,UNICEF,North Macedonia,0.14347144699999997,0.17745095699999996,0.17863188900000002,0.13810094200000003,UNICEF
Reproductive health care,UNICEF,Oman,,,,0.0,UNICEF
Reproductive health care,UNICEF,Pakistan,5.422582803,4.098711181,6.200993099999998,2.015845192,UNICEF
Reproductive health care,UNICEF,"Palestine, State of",1.0697282270000001,2.115984695,2.8812332250000012,1.39519979,UNICEF
Reproductive health care,UNICEF,Papua New Guinea,0.941955836,0.44081688,0.7812118330000005,0.3258395170000001,UNICEF
Reproductive health care,UNICEF,Paraguay,1.230905627,0.376281343,0.10215213199999999,0.028984542000000002,UNICEF
Reproductive health care,UNICEF,Peru,,-9.6e-08,,0.0,UNICEF
Reproductive health care,UNICEF,Philippines (the),0.341781922,1.038400169,1.3043685090000008,1.15142544,UNICEF
Reproductive health care,UNICEF,Rwanda,0.9617952120000001,0.872783781,1.0081668289999997,0.29350616299999993,UNICEF
Reproductive health care,UNICEF,Sao Tome and Principe,0.02429496,0.04977236,0.06926294000000001,0.03680324,UNICEF
Reproductive health care,UNICEF,Saudi Arabia,0.091538834,0.007610700000000001,0.032710416,0.043476348000000005,UNICEF
Reproductive health care,UNICEF,Senegal,0.179211412,0.27293022400000005,0.5274875639999999,0.23597506000000001,UNICEF
Reproductive health care,UNICEF,Serbia,0.045216863,0.06678276200000002,0.3976051069999999,0.217639001,UNICEF
Reproductive health care,UNICEF,Sierra Leone,9.680656788,5.505886863999999,2.7676430519999977,0.905340719,UNICEF
Reproductive health care,UNICEF,Somalia,13.464263906999998,17.982779133000005,9.067407824999995,0.7563842190000001,UNICEF
Reproductive health care,UNICEF,South Africa,0.36847107100000004,0.397101466,0.228456998,0.314735215,UNICEF
Reproductive health care,UNICEF,South Sudan,0.6918860549999999,0.337437345,0.16122610199999998,0.011735111999999999,UNICEF
Reproductive health care,UNICEF,Sri Lanka,0.2664626620000001,0.16805141299999998,0.14506335400000003,0.069025283,UNICEF
Reproductive health care,UNICEF,Sudan (the),3.684296348,5.664326337,6.550810808999998,1.279255959,UNICEF
Reproductive health care,UNICEF,Syrian Arab Republic,2.706943438,2.9757238190000006,2.3174603030000003,1.6948885249999999,UNICEF
Reproductive health care,UNICEF,Tajikistan,0.30887220200000004,0.423431823,0.24975980999999997,0.215934456,UNICEF
Reproductive health care,UNICEF,"Tanzania, United Republic of",3.936279026999999,4.471786725,2.714644028000001,0.955663737,UNICEF
Reproductive health care,UNICEF,Thailand,0.458436584,0.2255595,0.14844117199999998,0.08219802000000001,UNICEF
Reproductive health care,UNICEF,Timor-Leste,0.264763833,0.420217032,0.15448112099999997,0.037645714999999996,UNICEF
Reproductive health care,UNICEF,Togo,0.5282573819999999,0.13463910999999998,0.13788288600000012,0.045939618,UNICEF
Reproductive health care,UNICEF,Tunisia,0.18801531800000001,0.369880288,0.7057156960000001,0.29199229200000004,UNICEF
Reproductive health care,UNICEF,Turkmenistan,0.09904307000000001,0.20500287,0.23699549700000003,0.20074891600000003,UNICEF
Reproductive health care,UNICEF,Uganda,2.6345473360000002,3.7077883910000007,3.575634278999999,1.4803052850000005,UNICEF
Reproductive health care,UNICEF,Ukraine,0.394442491,0.523327551,1.0313364059999999,2.735988516,UNICEF
Reproductive health care,UNICEF,Uruguay,0.074906556,0.095350416,0.06590639000000001,0.015963485,UNICEF
Reproductive health care,UNICEF,Uzbekistan,0.530578875,1.347939441,1.0510162260000007,0.241856176,UNICEF
Reproductive health care,UNICEF,Venezuela (Bolivarian Republic of),1.8657263629999998,3.522408918,2.341000898,0.185584472,UNICEF
Reproductive health care,UNICEF,Viet Nam,0.006807746000000001,0.007983888000000001,0.011175758,0.001002606,UNICEF
Reproductive health care,UNICEF,Yemen,13.815329616,13.418391448000001,28.477344908,21.566664898,UNICEF
Reproductive health care,UNICEF,Zambia,0.5309708129999998,1.0905219350000002,1.4677340080000019,0.44685165000000004,UNICEF
Reproductive health care,UNICEF,Zimbabwe,2.0421748870000003,1.920851526,7.387797645999999,0.490380948,UNICEF
Reproductive health care,US,Afghanistan,31.19047174,11.243672729999997,18.613481760000003,,US
Reproductive health care,US,"Africa, regional",5.8592062700000005,8.13895029,5.66583603,,US
Reproductive health care,US,"America, regional",2.7112987299999998,0.9001741600000001,0.26230902,,US
Reproductive health care,US,Armenia,0.18422365,,,,US
Reproductive health care,US,"Asia, regional",1.25810898,1.68239419,1.5755294600000003,,US
